V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,PROLIFIC_PID,Q1,for,hyu,bmw,sub,jee,toy,che,hon,aud,mer,tes,dod,lex,por,vol,fer,nis,maz,lam,ren,vol,id,age,gender,edu,inc,LocationLatitude,LocationLongitude,LocationAccuracy,
R_3sbpZo0nsC5p0wX,Default Response Set,Anonymous,,,98.203.160.119,0,2020-12-16 18:29:21,2020-12-16 18:30:32,1,5be76781f6d13b0001cf5257,1,,honda,,honda,hummer,,,,porsche,,,,,mercedes,honda,,honda,honda,porsche,unknown,,5be76781f6d13b0001cf5257,30,1,3,1,46.99609375,-122.73809814453,-1,
R_1nMJs13bu7540W0,Default Response Set,Anonymous,,,73.181.244.218,0,2020-12-16 18:29:43,2020-12-16 18:30:38,1,5dda0a8b3c870a9824c901f5,1,,Korea,,,,Japan,,Japan,Sam,Germany,,,Acura,,Germany,,,,Italy,Belgium,Sweden,5dda0a8b3c870a9824c901f5,50,2,6,8,47.210906982422,-122.41470336914,-1,
R_2ci0Svsu7TIb7An,Default Response Set,Anonymous,,,172.58.120.116,0,2020-12-16 18:29:30,2020-12-16 18:30:40,1,5e39068e0e532411b2adaa7b,1,,,Car,,Car,Car,,,Car,,Car,Car,Car,,,Car,Car,,,Car,,5e39068e0e532411b2adaa7b,38,2,2,3,42.40950012207,-82.946998596191,-1,
R_3oOc5HiTshffKdG,Default Response Set,Anonymous,,,107.2.75.81,0,2020-12-16 18:26:46,2020-12-16 18:30:49,1,5fd7e745dfbb410e3f794008,1,,Honda,,ford,,subaru,ford,,bmw,Lexus,,,,,smart cars,,kia,,porche,na,,5fd7e745dfbb410e3f794008,36,2,4,1,45.000106811523,-93.098602294922,-1,
R_a8Xc3OFNiO5PZgB,Default Response Set,Anonymous,,,24.130.151.73,0,2020-12-16 18:25:14,2020-12-16 18:30:55,1,5fc085775bc9a1531440cf2b,1,,,,,,a nice sandwich: gets the job done,,another businessman,,a rich stranger you'll never meet again,,,a fancy relative,a dessert after dinner,a German electrical engineer,a rich tourist,the rich relative that's always traveling,,a fraternity boy ,,a businessman,5fc085775bc9a1531440cf2b,20,2,3,6,37.377304077148,-122.01940155029,-1,
R_125f9ABKiYFW5FL,Default Response Set,Anonymous,,,104.139.67.15,0,2020-12-16 18:29:59,2020-12-16 18:31:00,1,5fa7ffb8ad1a455d29dfebf3,1,trucks,honda ,luxury ,,,,,,,luxury ,,truck,luxury ,,German,rich people,,hatchback,,unsure ,,5fa7ffb8ad1a455d29dfebf3,28,2,4,3,35.089202880859,-80.819396972656,-1,
R_UikQSnt1pkOw5ZT,Default Response Set,Anonymous,,,174.110.196.167,0,2020-12-16 18:29:35,2020-12-16 18:31:01,1,5e1f9c6e105841000c7740d9,1,,,,,,,,reliable,,rich,conscientious,practical,average,,folksy,sporty,,,obnoxious,foreign,boring,5e1f9c6e105841000c7740d9,35,2,6,2,35.001007080078,-78.934501647949,-1,
R_1ovQON4GzwMAXKM,Default Response Set,Anonymous,,,76.84.214.159,0,2020-12-16 18:29:45,2020-12-16 18:31:16,1,5e6e442f779df43f9b825868,1,Honda.,,Telas.,,Van. ,Honda.,Toyota.,,Ford.,,Toyota.,Ford.,,,,,,,Ferrari.,Tesla.,,5e6e442f779df43f9b825868,26,2,3,3,40.848495483398,-96.624702453613,-1,
R_2c8DRlkmSSIGCZx,Default Response Set,Anonymous,,,97.82.39.173,0,2020-12-16 18:27:32,2020-12-16 18:31:27,1,5eeef4b4b9698b0433dea99c,1,chevy,,,mazda,ford,honda,ford,,,,none,chevy,toyota,ferrari,,,,subaru,,,,5eeef4b4b9698b0433dea99c,45,2,4,3,33.633102416992,-86.598701477051,-1,
R_9KR1qTfwXpGgQsp,Default Response Set,Anonymous,,,162.213.78.137,0,2020-12-16 18:30:18,2020-12-16 18:31:33,1,5f509476d9432d01bc1add55,1,,Honda,Audi,Toyota,Nissan,,Ford,,,Audi,,,Infiniti,,Toyota,,,Kia,Ferrari,,,5f509476d9432d01bc1add55,22,1,5,9,45.522094726562,-122.85850524902,-1,
R_C8igP9XYhVla7WF,Default Response Set,Anonymous,,,68.200.251.114,0,2020-12-16 18:29:26,2020-12-16 18:31:33,1,5fb2bfff81cd30924981bf7e,1,, Entry level,Luxury,Rally,,,,Garbage,Luxury,,Electric,,Domestic import,,Mid-range,High-end,,,,Not common in the States,,5fb2bfff81cd30924981bf7e,37,1,1,4,27.867202758789,-82.350303649902,-1,
R_1rkLFT7JbDH2rCU,Default Response Set,Anonymous,,,208.126.224.179,0,2020-12-16 18:28:06,2020-12-16 18:31:37,1,5edeb3b209233c154f4d552a,1,,,,Mazda,,Nissan,,,,Rolls Royce,,Ford,,Mustang,Jetta ,Corvette,Toyota,Subaru,Ferrari,,,5edeb3b209233c154f4d552a,37,1,6,7,42.072006225586,-94.86669921875,-1,
R_8HwMAoq29xAOmGt,Default Response Set,Anonymous,,,107.128.209.101,0,2020-12-16 18:30:22,2020-12-16 18:31:55,1,5e9bfa134f816611de41e256,1,,Kia,,Kia,Truck,,,,Lexus,Car,Prius,,Hyundai,,,,Car,,Ferrari,Result,,5e9bfa134f816611de41e256,20,1,3,2,37.33039855957,-121.79130554199,-1,
R_1pGRFpXNH3bTNOV,Default Response Set,Anonymous,,,24.119.214.152,0,2020-12-16 18:29:35,2020-12-16 18:31:55,1,5e87b6503b574043226609c0,1,,Kia,,Buic,,,Ford,,Fiat,Cadilac,Honda,Mazda,Cadilac,Ferari,Toyota,,,,,,,5e87b6503b574043226609c0,36,2,5,1,43.617599487305,-116.75289916992,-1,
R_2uTYgYM5BtKUK21,Default Response Set,Anonymous,,,70.228.14.245,0,2020-12-16 18:30:29,2020-12-16 18:31:59,1,5ea0ca5455a2bd0bd53dbacc,1,a car,,,,,a car,a truck,a car,a car,a car,,a truck,a car,a car,,,,a car,,,,5ea0ca5455a2bd0bd53dbacc,31,2,5,10,29.735000610352,-95.411796569824,-1,
R_2s5d3xKGZjcTkh6,Default Response Set,Anonymous,,,72.182.119.94,0,2020-12-16 18:30:56,2020-12-16 18:32:12,1,55b94954fdf99b45b103420b,1,toyota,,,,,,,hyundai,,lexua,porsche,ford,,lamborghini,toyota,,kia,chrysler,rolls royce,,,55b94954fdf99b45b103420b,24,2,3,2,30.347106933594,-97.76490020752,-1,
R_247P7SLZ7VEjTEQ,Default Response Set,Anonymous,,,172.58.143.18,0,2020-12-16 18:30:31,2020-12-16 18:32:18,1,5d36af6e889109001ae67e23,1,,,Audi,Me and my taste,Ford,,,,Mercedes,Bmw,,,Mercedes,Lotus,Fiat,,,,,Toyota,Bmw,5d36af6e889109001ae67e23,22,1,2,8,41.888305664062,-87.761299133301,-1,
R_3lSrioAyOGDxi2p,Default Response Set,Anonymous,,,76.205.130.8,0,2020-12-16 18:28:31,2020-12-16 18:32:21,1,59ff1c68df3fa800015c2d0a,1,Dodge,Mitsubishi,,,,Honda,Ford,Toyota,Volvo ,,,,,Ferrari,BMW ,Porsche,,,,Volvo,,59ff1c68df3fa800015c2d0a,61,2,4,11,36.383407592773,-86.451202392578,-1,
R_1LhhrDrBZNxek85,Default Response Set,Anonymous,,,24.121.24.88,0,2020-12-16 18:30:05,2020-12-16 18:32:32,1,5ecb56adac7e046e1228e98d,1,Dodge,,,Nissan,,Honda,,,BMW,,,Ford,,,Crysler,Porsche,Hyundai,,,Fiat,Jaguar,5ecb56adac7e046e1228e98d,42,2,8,11,34.826599121094,-111.75060272217,-1,
R_1IitiINk0EYKN5a,Default Response Set,Anonymous,,,72.83.191.11,0,2020-12-16 18:28:54,2020-12-16 18:32:38,1,5f19f2fc1af38d0bd7d29b13,1,,,,Range Rover,,,limousine,,Germany,BMW,Porsche,,Hundai,Tesla,punch-buggy,,Toyota,,luxury,,,5f19f2fc1af38d0bd7d29b13,23,2,4,12,38.759201049805,-76.985801696777,-1,
R_3BHlx2MJkjbd4Jj,Default Response Set,Anonymous,,,73.155.117.35,0,2020-12-16 18:28:08,2020-12-16 18:32:53,1,5f97212d52ce3f09b9e7b07c,1,,Chevrolet,Mercedes Benz,Volkswagen,Lexus,Honda,,Mazda,,Audi,,Cadillac,,,,,Toyota,,,,Audi,5f97212d52ce3f09b9e7b07c,19,1,3,4,29.877197265625,-95.693801879883,-1,
R_3MoLygteJjQ9C3h,Default Response Set,Anonymous,,,24.8.156.7,0,2020-12-16 18:31:34,2020-12-16 18:33:09,1,5ec81e6681f4090defbf052f,1,Toyota,Mazda,,Mazda,Toyota,Ford,,,Volvo,Porche,,,,Mercedes,,,,Hyundai,,,Audi,5ec81e6681f4090defbf052f,24,2,6,5,39.738800048828,-104.98680114746,-1,
R_2zeXWq8dxmFknJh,Default Response Set,Anonymous,,,47.215.131.77,0,2020-12-16 18:30:15,2020-12-16 18:33:25,1,5f0fcb780878f01cf2fc2d39,1,,,Audi,,,Nissan,,,,Mazda,Mazda,Nissan,,Lexus,,Lamborghini,Toyota,Tesla,Ferrari,,,5f0fcb780878f01cf2fc2d39,20,2,2,7,35.187194824219,-111.6595993042,-1,
R_1Dx8Adwt3Z7oNfy,Default Response Set,Anonymous,,,169.237.45.175,0,2020-12-16 18:31:43,2020-12-16 18:33:51,1,5f67bcf82cfb803f8c8f2ab1,1,Ram,,WV,Hyundai,Ford,,,Hyundai,Lexus,,,,,,,Lamborghini,,Subaru,Ferrari,,WV,5f67bcf82cfb803f8c8f2ab1,19,1,3,12,38.555892944336,-121.73910522461,-1,
R_31jib517U0UFOzN,Default Response Set,Anonymous,,,75.161.34.164,0,2020-12-16 18:32:32,2020-12-16 18:34:00,1,5ec68340d9aba806b828257a,1,,,sports car,,a car for a kid graduating from high school,,,reliable,,high end german engineering,space ship,boring car,luxury sedan,elite sports car,,,,do people even drive Mazda's anymore?,,French car,,5ec68340d9aba806b828257a,45,2,7,12,35.136901855469,-106.51989746094,-1,
R_2bQq1WMZhG577iz,Default Response Set,Anonymous,,,70.190.248.114,0,2020-12-16 18:32:36,2020-12-16 18:34:31,1,5f5eb22e58c9fb7782a6e90c,1,chevy,kia,mercedes,,ford,honda,,,mitsubishi,bmw,,,,lamborghini,toyota,porsche,,,,,,5f5eb22e58c9fb7782a6e90c,54,1,5,8,33.509292602539,-112.05629730225,-1,
R_aXYRlyGOvzrxQn7,Default Response Set,Anonymous,,,172.58.83.91,0,2020-12-16 18:32:43,2020-12-16 18:34:32,1,5e2b15e9bc554916acefa1a0,1,Stone,,Topaz,,Steel,Silver,Steel,,,,,Stone,Ruby,Gold,Zircon,,,,Diamond,,,5e2b15e9bc554916acefa1a0,46,2,6,12,44.969100952148,-93.284301757812,-1,
R_2qqvOWLvhBdk3qE,Default Response Set,Anonymous,,,73.49.201.243,0,2020-12-16 18:31:30,2020-12-16 18:34:39,1,5bf62991c35ac90001fdf815,1,Chevy,Honda,,Nissqn,Any suv,,Honda,,,Bmw,,,,,Audi,,Subaru,Honda,Maserati ,,,5bf62991c35ac90001fdf815,38,2,3,4,26.282196044922,-80.115600585938,-1,
R_31QvZHIPTHJ57Eg,Default Response Set,Anonymous,,,75.38.17.98,0,2020-12-16 18:34:03,2020-12-16 18:34:59,1,5f1234504c85671701d5a52e,1,"USA, Classic/Old","Japan, Reliable",,,,"Reliable, Commonplace",USA,,German,,,,,Expensive,German,"Luxury, Italy",,,Italy,,Not too known,5f1234504c85671701d5a52e,27,2,6,12,33.137100219727,-96.748802185059,-1,
R_YbISaoG6uVJbyBr,Default Response Set,Anonymous,,,204.80.114.229,0,2020-12-16 18:32:20,2020-12-16 18:35:02,1,5e7bd24633285d205d09259d,1,,Honda,,,,,GMC,Hyundai,,,general motors,ford,tesla,,chevorlet,bugati,,Volkswagon,Mclauren,,,5e7bd24633285d205d09259d,17,1,1,9,31.131896972656,-102.21530151367,-1,
R_2cuTeKqDCau4BHg,Default Response Set,Anonymous,,,173.244.134.168,0,2020-12-16 18:33:44,2020-12-16 18:35:06,1,5f83e2348d1db7581af4089d,1,Dodge,Kia,Mercedes,,Fiat,,,Toyota,,,,Fiat,,Audi,,,Renault,,Ferrari,,Saab,5f83e2348d1db7581af4089d,26,1,3,5,41.64729309082,-93.474403381348,-1,
R_0BZa7kaaxUKL8nn,Default Response Set,Anonymous,,,69.49.75.88,0,2020-12-16 18:33:37,2020-12-16 18:35:12,1,5ed9b3f940591e54cabb0c24,1,,I don't know,,the name of an anime character,,tank,,,"luxury, sports car",,electric car,,luxury,,an American car but German,"fast, sports car",,regular,,I don't know,,5ed9b3f940591e54cabb0c24,21,1,3,11,41.431900024414,-91.048500061035,-1,
R_1Fy7pUbM2AvcsGE,Default Response Set,Anonymous,,,50.83.214.252,0,2020-12-16 18:33:11,2020-12-16 18:35:15,1,5dd733664524e76dc4537fe2,1,Dodge,Mitsubishi,Audi,,Durango,,,Toyota,,,,,,,Mitsubishi,,Honda,Porsche,Ferrari,,Volkswagen,5dd733664524e76dc4537fe2,34,2,6,11,41.77409362793,-88.439697265625,-1,
R_1LIInygOGtwDx5Y,Default Response Set,Anonymous,,,97.100.184.122,0,2020-12-16 18:30:23,2020-12-16 18:35:34,1,5dcf1fd0710dfc073a370a19,1,Chevy,Toyota,,,Humvee,,,Toyota,,Jaguar,Ford,,Mercedes,Ferrari,,,Toyota,,Porsche,,,5dcf1fd0710dfc073a370a19,52,2,5,3,28.684097290039,-81.281196594238,-1,
R_3lsolQjqTEP2Q53,Default Response Set,Anonymous,,,136.152.143.49,0,2020-12-16 18:34:05,2020-12-16 18:35:34,1,5ef3d5382337cd17ee7e88cc,1,hardworking american cars,,sportsy cars,,,japanese cars,trucks,mom cars,fancy german cars,,electric vehicles,,,,,very fancy expensive cars,hondas,,,other cars,,5ef3d5382337cd17ee7e88cc,22,2,6,12,37.873596191406,-122.25700378418,-1,
R_3PZRoAYXaJkbzO1,Default Response Set,Anonymous,,,68.205.180.192,0,2020-12-16 18:29:48,2020-12-16 18:35:39,1,5ef4c525033dea0b892df24f,1,,,Luxury car,,,,Middle class,Middle class dependable,Upper middle class,Luxury,,Middle class,Another luxury model,Exotic upper class,,,  Expensive Hyundai,,,, upper middle  class,5ef4c525033dea0b892df24,78,1,5,7,29.138305664062,-80.995597839355,-1,
R_28Sfr8LaZL0dhdr,Default Response Set,Anonymous,,,45.28.6.187,0,2020-12-16 18:34:26,2020-12-16 18:35:40,1,5d3f4cb0fe4ef20001e49b5c,1,,Car,,,,Car,Car,Car,Car,,Car,Car,,Car,,,Car,Car,,,,5d3f4cb0fe4ef20001e49b5c,33,2,6,2,33.687103271484,-84.151000976562,-1,
R_cGFaIeN7oGGYEZb,Default Response Set,Anonymous,,,47.197.131.95,0,2020-12-16 18:33:00,2020-12-16 18:35:48,1,5e8e5d2f29529111a1336f96,1,,,,Mazda,,,,Hyundai,,BMW,,,Toyota,Mercedes,,Lexus,Toyota,Nissan,,Jaguar,Mercedes,5e8e5d2f29529111a1336f96,62,2,3,11,27.825698852539,-82.137397766113,-1,
R_3CUyo27F5mHNCqv,Default Response Set,Anonymous,,,71.202.17.214,0,2020-12-16 18:34:19,2020-12-16 18:36:11,1,5fa4e90d88f0d91988cf2f0e,1,range rover,,,nissan,mercedes,,,,bmw,bmw,,,,,toyota,porsche,subaru,,maserati,,nissan,5fa4e90d88f0d91988cf2f0e,20,2,4,11,37.351196289062,-121.88459777832,-1,
R_pnQBxoscWmAZbhf,Default Response Set,Anonymous,,,73.94.140.62,0,2020-12-16 18:35:25,2020-12-16 18:36:13,1,5f0f771eeab74413eb386872,1,truck,car,expensive car,,car,car,,,car,,,,car,car,,,car,,expensive car,,,5f0f771eeab74413eb386872,31,2,5,10,44.098602294922,-87.678199768066,-1,
R_1ifbr636zSr9VLX,Default Response Set,Anonymous,,,139.60.131.40,0,2020-12-16 18:33:25,2020-12-16 18:36:15,1,5f47fd5a30f69f26b1dc80fd,1,Chrysler,Toyota,,,,,,,VW,,Chevy Volt,,Toyota,BMW,Audi,,,Nissan,Maserati,,Mercedes,5f47fd5a30f69f26b1dc80fd,56,1,3,9,34.944595336914,-85.727699279785,-1,
R_3m7V5ukTknsIM9s,Default Response Set,Anonymous,,,174.234.129.141,0,2020-12-16 18:34:25,2020-12-16 18:36:22,1,5fd6cf7716f7cb649bda5bc6,1,dodge,,,,chevy,,ford,nissan,lexus,,,,,,chrysler,tesla,,nissan,ferrari,chevy,,5fd6cf7716f7cb649bda5bc6,31,2,4,11,38.279907226562,-90.411102294922,-1,
R_5BVpLiUYFcGrEyd,Default Response Set,Anonymous,,,67.83.119.12,0,2020-12-16 18:35:01,2020-12-16 18:36:29,1,5fc43dcde1880f139efc0b0a,1,,,Audi,,Hummer,Nissan,Ford,,,,,Ford,BMW,Jaguar,,,Toyota,,Ferrari,,Audi,5fc43dcde1880f139efc0b0a,47,2,3,4,41.028701782227,-74.64289855957,-1,
R_1pnUKBkhZXqCrEC,Default Response Set,Anonymous,,,68.251.120.199,0,2020-12-16 18:26:31,2020-12-16 18:36:37,1,5faa8b0c9376e23e3061ae9f,1,,,,Acura,,Honda,ford,,,,jaguar,,BMW,,peugeot ,Porsche,,,McLaren,audi,kia,5faa8b0c9376e23e3061ae9f,32,2,5,12,35.199600219727,-84.852500915527,-1,
R_3nCwgWqUSNrigvX,Default Response Set,Anonymous,,,73.194.209.196,0,2020-12-16 18:35:26,2020-12-16 18:36:42,1,5e8a1e9ffa770000087c846f,1,,,,Mitsubishi,Range Rover,,Ford,Toyota,Volvo,Audi,Prius,,,Lexus,,Lamborghini,,,,Rolls Royce,,5e8a1e9ffa770000087c846f,33,1,5,8,39.699905395508,-74.263298034668,-1,
R_Tw6kW9hxuCRzN97,Default Response Set,Anonymous,,,76.218.238.186,0,2020-12-16 18:35:09,2020-12-16 18:36:46,1,5f882370d708fb2818a00310,1,Toyota,Honda,Mercedes,,Dodge,,,,,Lexus,,,,Lamborghini,Subaru,Aston Martin,,,Ferrari,,Volkswagen,5f882370d708fb2818a00310,37,2,6,4,35.682800292969,-78.597702026367,-1,
R_2RUlvznYQ5Adshq,Default Response Set,Anonymous,,,151.202.180.73,0,2020-12-16 18:34:29,2020-12-16 18:36:56,1,5f5bd178d9952538dd3d9aa8,1,General Motors,,Mercedes benz,,,Mitsubishi,,Mazda,,,,Ford,Altima,Ferrari,Mini,,,,Porsche,Fiat,,5f5bd178d9952538dd3d9aa8,32,1,5,6,40.629501342773,-74.093803405762,-1,
R_1GO1K33NiXl0EAk,Default Response Set,Anonymous,,,108.7.230.101,0,2020-12-16 18:35:36,2020-12-16 18:37:04,1,5f6630fae690491da9ce4895,1,Work vehicle,Family car,,,Adventure,Family car,,,Expensive,Rich,,Trucks,Luxury,,,,,,Speed,,Common ,5f6630fae690491da9ce4895,27,2,5,6,41.913696289062,-70.639297485352,-1,
R_6y5J3B6EMJ5vjXz,Default Response Set,Anonymous,,,72.80.129.249,0,2020-12-16 18:34:49,2020-12-16 18:37:14,1,5dd4b7f9f290e74918e724c8,1,chrysler,kia,,,gmc,honda,,toyota,bmw,,,,,maserati,mazda,lamborghini,,nissan,,,,5dd4b7f9f290e74918e724c8,54,1,6,11,40.785202026367,-73.809799194336,-1,
R_2ZNv7ok3HaZDVRH,Default Response Set,Anonymous,,,75.57.104.128,0,2020-12-16 18:33:43,2020-12-16 18:37:19,1,5bcf9a4765502300013b74a6,1,,,,chevrolet,,,ford,,jaguar,bmw,,chrysler,mercedes,,nissan,porshe,toyota,,,,lexus,5bcf9a4765502300013b74a6,54,1,5,4,36.576705932617,-83.607299804688,-1,
R_plypgnoUeYdIxDb,Default Response Set,Anonymous,,,70.189.132.125,0,2020-12-16 18:34:59,2020-12-16 18:37:21,1,5ec5743dfa93e055be60c23d,1,Toyota,,Mercedes,,,,GMC,,,Bentley,,,,Audi,Fiat,Dolce & Gabbana,,Acura,ferrari,datsun,,5ec5743dfa93e055be60c23d,27,1,6,3,35.902496337891,-115.17890167236,-1,
R_1NlgyT2YpJeN5Pn,Default Response Set,Anonymous,,,173.26.62.235,0,2020-12-16 18:36:09,2020-12-16 18:37:25,1,5b28ab597f781600014662b6,1,,,,Toyota,Kia,Honda,Ford,Toyota,,,,,BMW,BMW,,Lambo,Honda,,Ferrari,,,5b28ab597f781600014662b6,36,1,5,6,41.356903076172,-85.049697875977,-1,
R_RIdBFxr6b3gMVYB,Default Response Set,Anonymous,,,198.52.15.18,0,2020-12-16 18:36:23,2020-12-16 18:37:34,1,5ef683283026761810371941,1,truck,,fancy,off road,truck,car,car,,fancy,,,,,racing,bug,race,,,,,,5ef683283026761810371941,33,1,5,3,38.257293701172,-76.449798583984,-1,
R_1drUtESdDFqY6Vi,Default Response Set,Anonymous,,,75.179.129.26,0,2020-12-16 18:36:06,2020-12-16 18:37:49,1,5b5ed13b6b2559000177ed34,1,,innovative,prestige,,,reliable,average,mediocre,safety,luxury,high-tech,typical,,,,,,,,,classy,5b5ed13b6b2559000177ed34,32,1,3,4,37.824996948242,-87.565498352051,-1,
R_1P7Dj6yJcH09zOC,Default Response Set,Anonymous,,,73.151.168.114,0,2020-12-16 18:35:13,2020-12-16 18:37:50,1,5e2de92d8844873da01af947,1,,,,Mazda,GMC,,Ford,Chevy,,BMW,nothing else,,Mercedes,,GMC,,,Subaru,Maserati,,,5e2de92d8844873da01af947,34,2,5,11,36.861297607422,-119.76689910889,-1,
R_XvbCXciSAxMj2BH,Default Response Set,Anonymous,,,69.153.20.219,0,2020-12-16 18:35:17,2020-12-16 18:37:53,1,5ea4f921b166de4c08291151,1,,,,a feminist,mountain goat,,a loyal dog,,a sloth,,a gadget,,Stuck up self entitled child.,a cat,a toilet,,a letter from the IRS,,,,an elephant,5ea4f921b166de4c08291151,42,1,5,12,29.722900390625,-98.074203491211,-1,
R_1o51R1zWf4hP1cA,Default Response Set,Anonymous,,,173.171.87.127,0,2020-12-16 18:36:21,2020-12-16 18:37:57,1,5c9a1f8454d2830014af40f2,1,Chevy ,,Audi,Jeep,,Lexus,,,BMW ,,Smart,Chevy ,,,Volvo,Lamborghini ,Infiniti,,,,,5c9a1f8454d2830014af40f2,34,1,5,11,27.916198730469,-82.72989654541,-1,
R_xykNGudY00gjOKt,Default Response Set,Anonymous,,,47.185.64.62,0,2020-12-16 18:36:46,2020-12-16 18:38:08,1,5c918217e2826c0017165da0,1,,,Audi,Mitsubishi,Ford,Honda,,,,Rolls Royce,Kia,Chevy,,BMW,,,,Fiat,,,VW,5c918217e2826c0017165da0,20,1,3,12,32.932098388672,-97.283401489258,-1,
R_BysijgylaMgQD61,Default Response Set,Anonymous,,,69.204.212.119,0,2020-12-16 18:36:48,2020-12-16 18:38:20,1,5b57dcb2b1c76d00016f8599,1,Chevrolet,Toyota,,,Nothing,,,,,,Nothing,,Cadillac,,,Lamborghini,Honda,,Ferrari,Unknown,Mazda,5b57dcb2b1c76d00016f8599,24,2,5,11,42.143005371094,-77.045700073242,-1,
R_3emG7ePYhtT4n2F,Default Response Set,Anonymous,,,50.90.61.220,0,2020-12-16 18:37:00,2020-12-16 18:38:28,1,5da5dc93875d340017db94f0,1,Chevrolet,,,,,,Ford,Hundayi,BMW,,Volvo,GMC,,,BMW,,Kia,Honda,,,Tesla,5da5dc93875d340017db94f0,33,3,5,2,39.766799926758,-86.401298522949,-1,
R_8BLIUC7GpiVLbxL,Default Response Set,Anonymous,,,71.56.68.178,0,2020-12-16 18:36:38,2020-12-16 18:38:32,1,5f806eabfff64308b894eef2,1,Hyundai,Toyota,,Hyundai,,Camry,,,,Lexus,,,Luxury car,Mercedes,,Lambirghini,Volvo,Ford,,,,5f806eabfff64308b894eef2,29,2,5,1,33.86540222168,-84.338500976562,-1,
R_21tCcnzPfpqhrbL,Default Response Set,Anonymous,,,71.246.15.107,0,2020-12-16 18:37:46,2020-12-16 18:38:45,1,5d21871aaed1f4001a974bb5,1,,Nissan,,,,Ford,GM,Ford,,,Lexus,,Tesla,Fiat,BMW,Lamborghini,,Hyundai,,,,5d21871aaed1f4001a974bb5,24,1,2,6,40.28840637207,-75.341003417969,-1,
R_3HgZiqiU1YGGBjL,Default Response Set,Anonymous,,,99.57.25.39,0,2020-12-16 18:36:13,2020-12-16 18:38:54,1,59042666cd3f250001dcf8f9,1,car,car,,car,,,,,,,car,,car,,,car,car,car,car,car,,59042666cd3f250001dcf8f9,31,1,4,2,37.810699462891,-122.24789428711,-1,
R_2aCtgPjuxhzRhkR,Default Response Set,Anonymous,,,97.95.107.26,0,2020-12-16 18:36:49,2020-12-16 18:39:19,1,5c1c181289f03500017281f9,1,,Honda,Audi,,Willys,Honda,Ford,,BMW,Audi,,Ford,,,,,,Fiat,Ferrari,,,5c1c181289f03500017281f9,54,1,5,5,43.177200317383,-85.247299194336,-1,
R_DN18YeJBX45mJP3,Default Response Set,Anonymous,,,45.16.157.110,0,2020-12-16 18:35:35,2020-12-16 18:39:33,1,5f8f5854618ae31be4aa161f,1,GMC,,,I don't know,tahoe ,,Ford ,Toyota ,BMW,,,ford,Buick ,,Toyota,,,,Vet,,,5f8f5854618ae31be4aa161f,69,2,6,11,38.867004394531,-94.709396362305,-1,
R_3JKJ3QXziTkhQl1,Default Response Set,Anonymous,,,99.61.107.213,0,2020-12-16 18:38:24,2020-12-16 18:39:36,1,5bdca9f32b9e8d0001ba0b86,1,,,Mercedes,,Ford Bronco,,Toyota,Hyundai,,,,RAM,BMW,,Pruis,Bugatti,,,Maserati,I don't know,,5bdca9f32b9e8d0001ba0b86,23,2,5,5,29.024703979492,-80.958396911621,-1,
R_23UDmUO0sa0vBXy,Default Response Set,Anonymous,,,70.95.21.213,0,2020-12-16 18:38:01,2020-12-16 18:39:44,1,5e6177f4e61d5807252d19f8,1,Toyota,Kia,,,,,,Nissan,Lexus,,Prius,,Audi,,,,Honda,Honda,Ferrari,,Subaru,5e6177f4e61d5807252d19f8,28,2,5,10,32.916397094727,-117.13929748535,-1,
R_2rSc9LnEd78QqHx,Default Response Set,Anonymous,,,76.183.150.202,0,2020-12-16 18:38:51,2020-12-16 18:39:50,1,5ec9e7a47a32d25003dfd170,1,,,,outdoors,frat boy,,truck,average,average,,very rich,,upper average,rich,,rich,,,,,irrelevant ,5ec9e7a47a32d25003dfd170,22,2,5,1,32.963592529297,-96.746803283691,-1,
R_uaJPtg3KNr3nYxH,Default Response Set,Anonymous,,,63.47.71.220,0,2020-12-16 18:38:10,2020-12-16 18:39:52,1,5fd20e4d36c9af26b54deca9,1,,toyota,,,,hyundai,nissan,Toyota,,BMW,ferrari,,nissan,,,Tesla,toyota,,BMW,,,5fd20e4d36c9af26b54deca9,41,1,6,11,40.695495605469,-73.966697692871,-1,
R_6PZqQ3Grgd4RB1D,Default Response Set,Anonymous,,,96.242.171.239,0,2020-12-16 18:37:27,2020-12-16 18:39:54,1,5fc52fc7f69ccd000c92b3cd,1,,Toyota,,Volkswagen,Subaru,,Ford,Toyota,Acura,,,,,,,BMW,Audi,Chevrolet,,Mercedes,,5fc52fc7f69ccd000c92b3cd,26,2,5,8,40.742401123047,-74.032501220703,-1,
R_cVm4Rqjm5kQ8ENP,Default Response Set,Anonymous,,,70.95.225.125,0,2020-12-16 18:37:31,2020-12-16 18:39:56,1,5f63928ef2b0b609a2c5806d,1,,Kia,mercedes benz,,hummer,honda,Dodge,toyota,,audi,Nio,ford,Acura,,,,,,,,,5f63928ef2b0b609a2c5806d,35,1,5,8,34.110000610352,-118.26069641113,-1,
R_3n2YMIsjMUnMSG9,Default Response Set,Anonymous,,,108.49.153.106,0,2020-12-16 18:35:44,2020-12-16 18:39:56,1,5ea234fe405ea01400d45a86,1,Chevrolet,Kia,,,,Honda,,,,,,GMC,Acura,,,Bugatti,Mitsubishi,Subaru,Porsche,Fiat,,5ea234fe405ea01400d45a86,22,2,5,8,42.283203125,-71.42960357666,-1,
